instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
7872,TP,True,7.93120008893311,0.09259259259259259,0.76083577927531,0.7278468608856201,1.0,0.5,0.2223357780952446
1238,TP,True,6.759900134056807,0.09259259259259259,0.545777745241044,0.5007363557815552,1.0,0.3333333333333333,0.10716861899633005
8082,TP,True,5.2992000710219145,0.09259259259259259,0.4896978304571828,0.5492861270904541,0.8,0.3333333333333333,0.24254903510918907
471,TP,True,5.567100131884217,0.09259259259259259,0.4697704876036558,0.6685574054718018,0.8,0.3333333333333333,0.12268788013721955
1422,TP,True,9.282400133088231,0.09259259259259259,0.9694619108390264,0.9256197214126587,1.0,0.5,0.4733530252244097
3220,TP,True,8.573699975386262,0.09259259259259259,0.4590053132498471,0.6240798234939575,1.0,0.3333333333333333,0.18232548011124156
2759,TP,True,8.970800088718534,0.09259259259259259,0.5641935389905112,0.4967305362224579,1.0,0.5,0.41743522479409917
1559,TP,True,10.512799955904484,0.09259259259259259,0.49476791916401847,0.7569903135299683,1.0,0.5,0.17433951431827358
1416,TP,True,9.508700110018253,0.09259259259259259,0.9715774178837085,0.9442923665046692,1.0,0.5,0.45686003637777567
386,TP,True,10.608599986881018,0.09259259259259259,0.9726499514913495,0.9468807578086853,1.0,0.3333333333333333,0.8739388258425377
4304,TP,True,10.699799982830882,0.09259259259259259,0.44392550647310036,0.7126858234405518,0.8,0.3333333333333333,0.4931196897866776
5572,TP,True,10.050199925899506,0.09259259259259259,0.4103827545463601,0.6481610536575317,1.0,0.5,0.18800982627958338
3978,TP,True,11.144599877297878,0.09259259259259259,0.4990015223594005,0.7274162769317627,1.0,0.5,0.16593191529188644
2344,TP,True,10.019100038334727,0.09259259259259259,0.37142143849470904,0.6349873542785645,0.8,0.3333333333333333,0.09614972800128782
9479,TP,True,10.038399836048484,0.09259259259259259,0.2254716056039149,0.8017923831939697,1.0,0.3333333333333333,0.15990414392383742
8884,TP,True,9.617900010198355,0.09259259259259259,0.8073313230891948,0.8833269476890564,1.0,0.5,0.5672347836453999
4522,TP,True,10.197799885645509,0.09259259259259259,0.41961021981729146,0.6736634373664856,1.0,0.5,0.15452442581052847
7861,TP,True,8.375999983400106,0.09259259259259259,0.9867413786253115,0.9332184791564941,1.0,0.5,0.5434987310526502
1763,TP,True,10.105999885126948,0.09259259259259259,0.4106188720805137,0.6343286633491516,0.8,0.3333333333333333,0.13488185753547202
6916,TP,True,9.827899979427457,0.09259259259259259,0.7369363914960748,0.7704960107803345,1.0,0.5,0.12051607397304252
1685,TP,True,10.16830001026392,0.09259259259259259,0.8087370762781961,0.81682288646698,1.0,0.5,0.15857173881451367
2739,TP,True,11.348099913448095,0.09259259259259259,0.49284131636374406,0.49528008699417114,1.0,0.5,0.43789715206398017
6672,TP,True,10.521200019866228,0.09259259259259259,0.46778159569795835,0.6434817910194397,1.0,0.5,0.2444143499214269
1791,TP,True,9.142299881204963,0.09259259259259259,0.6961150134581768,0.9469286203384399,1.0,0.3333333333333333,0.6117296559859723
6963,TP,True,10.32090000808239,0.09259259259259259,0.9759097179081513,0.9635744094848633,1.0,0.3333333333333333,0.8425990507794362
8335,TN,True,9.68219991773367,0.09259259259259259,0.5181929453958993,0.07564064860343933,1.0,0.5,0.10938307627386921
5436,TN,True,9.781999979168177,0.09259259259259259,0.3765214516389346,0.11585992574691772,0.8,0.3333333333333333,0.4881680878156923
9120,TN,True,9.502700064331293,0.09259259259259259,0.9667317841000271,0.07699228823184967,1.0,0.5,0.3190970270919025
942,TN,True,9.637200040742755,0.09259259259259259,0.4580759043758277,0.15720778703689575,1.0,0.5,0.11767478832332089
1756,TN,True,9.384299861267209,0.09259259259259259,0.20089375691204192,0.009728179313242435,1.0,0.5,0.20852184037901358
7646,TN,True,11.251999996602535,0.09259259259259259,0.9010485808620655,0.09811891615390778,1.0,0.5,0.5105123963982561
3386,TN,True,10.141199920326471,0.09259259259259259,0.23776318393736323,0.0221159178763628,1.0,0.5,0.26114395236240756
106,TN,True,9.52339987270534,0.09259259259259259,0.6211823034718081,0.015816090628504753,1.0,0.3333333333333333,0.06951910455240656
2995,TN,True,8.724699961021543,0.09259259259259259,0.9126150734029157,0.082070492208004,1.0,0.5,0.6615882383164843
440,TN,True,8.871299913153052,0.09259259259259259,0.27318136360089673,0.04337882995605469,1.0,0.5,0.6021167490281428
7985,TN,True,9.014700073748827,0.09259259259259259,0.4833674740981642,0.22005930542945862,1.0,0.5,0.2505217735533304
844,TN,True,8.725199848413467,0.09259259259259259,0.19075479528229983,0.008017603307962418,1.0,0.5,0.03172945521125235
5399,TN,True,8.949000155553222,0.09259259259259259,0.399806496030725,0.0007413113489747047,1.0,0.3333333333333333,0.20752728487431318
1626,TN,True,9.304800070822239,0.09259259259259259,0.7293367006935365,0.03848753124475479,0.8,0.3333333333333333,0.17327566933617167
9545,TN,True,8.68960004299879,0.09259259259259259,0.26052896114136653,0.020704345777630806,1.0,0.5,0.28661899772841787
5988,TN,True,8.939799852669239,0.09259259259259259,0.5195304609615876,0.3321012258529663,0.6,0.16666666666666666,0.3619545348725043
4403,TN,True,8.711399976164103,0.08333333333333333,0.2354774955129296,0.007644255645573139,0.8,0.3333333333333333,0.2614117435948243
8250,TN,True,9.10419994033873,0.09259259259259259,0.5553196228457048,0.0203818678855896,1.0,0.5,0.2777116298935642
2276,TN,True,9.658199967816472,0.09259259259259259,0.8890284947068198,0.07438559830188751,1.0,0.5,0.733054678188088
3761,TN,True,9.481700137257576,0.09259259259259259,0.46447803190949255,0.10181993246078491,1.0,0.5,0.5739662344513582
6668,TN,True,9.52560012228787,0.09259259259259259,0.6309447824550656,0.10801342129707336,1.0,0.5,0.28116811975021255
9346,TN,True,9.368800092488527,0.09259259259259259,0.8420274416132533,0.022239895537495613,0.6,0.16666666666666666,0.3301930605888141
3684,TN,True,9.022299898788333,0.09259259259259259,0.5654496839110339,0.3458777070045471,1.0,0.5,0.4141333781619544
1221,TN,True,9.232399985194206,0.09259259259259259,0.481556147633159,0.11733534187078476,1.0,0.5,0.3372644577724026
4259,TN,True,8.988599991425872,0.09259259259259259,0.31551927686972847,0.014718014746904373,1.0,0.5,0.12794432545043705
5246,FP,False,10.016399901360273,0.09259259259259259,0.5949655807059995,0.5290504693984985,1.0,0.5,0.288753404392082
7720,FP,False,10.039799846708775,0.09259259259259259,0.5803377081179785,0.6946085691452026,1.0,0.5,0.10980229718992367
727,FP,False,9.753999998793006,0.09259259259259259,0.48348102695072726,0.5243477821350098,1.0,0.5,0.1334974074149766
4527,FP,False,9.461699984967709,0.09259259259259259,0.46662082544583583,0.642957866191864,0.8,0.3333333333333333,0.11136284337381618
8321,FP,False,9.266299894079566,0.09259259259259259,0.4584118056298109,0.6004725694656372,1.0,0.3333333333333333,0.16471398669032922
503,FP,False,9.23480000346899,0.09259259259259259,0.4085760163483546,0.5440229177474976,1.0,0.3333333333333333,0.08687903576418293
6511,FP,False,9.397799847647548,0.09259259259259259,0.6019032962097275,0.6532610654830933,1.0,0.5,0.19646401563281823
9521,FP,False,8.818699978291988,0.09259259259259259,0.4849546081041657,0.4962821304798126,1.0,0.5,0.16635185952076717
6498,FP,False,9.276399854570627,0.09259259259259259,0.4528083963985033,0.5324827432632446,0.8,0.3333333333333333,0.0732165243280743
2740,FP,False,9.67629998922348,0.09259259259259259,0.645007764299211,0.7546326518058777,1.0,0.5,0.3226509936289505
1199,FP,False,9.186699986457825,0.09259259259259259,0.4372398192842095,0.5399929285049438,0.6,0.16666666666666666,0.3010207254417632
3053,FP,False,9.037500014528632,0.09259259259259259,0.5307602423032451,0.6431833505630493,1.0,0.5,0.1481009168111445
2455,FP,False,5.9230998158454895,0.09259259259259259,0.5094730690494098,0.6598255634307861,0.8,0.3333333333333333,0.32618151973804965
3678,FP,False,8.804399985820055,0.09259259259259259,0.4950165182453557,0.49136173725128174,1.0,0.5,0.1703832546011405
1963,FP,False,8.828399935737252,0.08333333333333333,0.537101641642909,0.8177303075790405,1.0,0.5,0.33863878342784204
5760,FP,False,9.120599832385778,0.09259259259259259,0.5135925665553781,0.4920993447303772,0.8,0.3333333333333333,0.2163427616439518
1279,FP,False,9.209500160068274,0.09259259259259259,0.8844397464735039,0.5367189645767212,1.0,0.5,0.4966260051199438
3154,FP,False,9.332600049674511,0.09259259259259259,0.48724657814014183,0.6206470727920532,0.8,0.3333333333333333,0.12172749097228215
